path,bytes,sha256,error
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-25T00-56-51-502Z.json",235248,21e1f34dfcce18a1ce1ba5931b58753bef6bf1fb320beb31865058ce8eb1139f,
"p2\\debug\\polyprophet_debug_2025-12-20T16-58-50-525Z.json",235192,db747a9a89f911f78bbfbe25a2e21fc9787df83e5719d0ccfc7f18d6f01281c9,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-20T16-58-50-525Z.json",235192,db747a9a89f911f78bbfbe25a2e21fc9787df83e5719d0ccfc7f18d6f01281c9,
"p2\\debug\\polyprophet_debug_2025-12-27T04-39-48-742Z.json",234720,d7043ee4b0204d9aacce9bb9b29c2c42eb4f40ee9a1be825255a6b0cf388956a,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-27T04-39-48-742Z.json",234720,d7043ee4b0204d9aacce9bb9b29c2c42eb4f40ee9a1be825255a6b0cf388956a,
"p2\\debug\\polyprophet_debug_2025-12-25T16-18-43-191Z.json",234557,d0046a2e0cac411b41a5d0fd68977c7ddca0ec113d3e922768ea981921ea1d0f,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-25T16-18-43-191Z.json",234557,d0046a2e0cac411b41a5d0fd68977c7ddca0ec113d3e922768ea981921ea1d0f,
"p2\\debug\\polyprophet_debug_2025-12-26T07-03-44-173Z.json",234507,9a2529e431cd72108bc893f1618842581cab0ccb835900ef671c966863647437,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-26T07-03-44-173Z.json",234507,9a2529e431cd72108bc893f1618842581cab0ccb835900ef671c966863647437,
"p2\\debug\\polyprophet_debug_2025-12-25T18-48-35-348Z.json",234501,4d9338eb7b4301ececc06882da3c229fdb725d2ef83cc6e90a5cdcee21937a01,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-25T18-48-35-348Z.json",234501,4d9338eb7b4301ececc06882da3c229fdb725d2ef83cc6e90a5cdcee21937a01,
"p2\\debug\\polyprophet_debug_2025-12-20T16-18-09-967Z.json",234221,51d09986977cf1f65c9530af84a73da5e4672c2bfe22c7c31c07e412113628f6,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-20T16-18-09-967Z.json",234221,51d09986977cf1f65c9530af84a73da5e4672c2bfe22c7c31c07e412113628f6,
"p2\\debug\\polyprophet_debug_2025-12-22T18-45-55-368Z.json",234205,4b47f5cdd3464942bfd489f204535f8505c452ba20536d7278281dfcc2c01dd7,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-22T18-45-55-368Z.json",234205,4b47f5cdd3464942bfd489f204535f8505c452ba20536d7278281dfcc2c01dd7,
"p2\\debug\\polyprophet_debug_2025-12-26T15-42-16-342Z.json",233914,12aa439dc23e02a2011aa1fb34e30744eee7a563bbdce9c499c7d3ea678c8a30,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-26T15-42-16-342Z.json",233914,12aa439dc23e02a2011aa1fb34e30744eee7a563bbdce9c499c7d3ea678c8a30,
"p2\\debug\\polyprophet_debug_2025-12-25T11-11-58-190Z.json",233703,7d01bc5d3b331eab62b9d48299961ab4acdca440942aed1728ae89fb272ce3ac,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-25T11-11-58-190Z.json",233703,7d01bc5d3b331eab62b9d48299961ab4acdca440942aed1728ae89fb272ce3ac,
"p2\\debug\\polyprophet_debug_2025-12-26T16-40-56-062Z.json",233656,3e18ee8cef6158d343b0366c7548ccfca680fcb6dcfd03d834b5f7b0d3c4ec71,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-26T16-40-56-062Z.json",233656,3e18ee8cef6158d343b0366c7548ccfca680fcb6dcfd03d834b5f7b0d3c4ec71,
"p2\\debug\\polyprophet_debug_2025-12-22T18-28-40-718Z.json",233362,833a7eee2eb6aad84fdce5d0174b7e4a8aba82c9c4bf524cc2b28141311a6396,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-22T18-28-40-718Z.json",233362,833a7eee2eb6aad84fdce5d0174b7e4a8aba82c9c4bf524cc2b28141311a6396,
"p2\\debug\\polyprophet_debug_2025-12-20T22-42-04-464Z.json",233134,7e994d18ec68b3c7bc8119ecc597e324886ee33803fc56897aa91ed8f2327324,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-20T22-42-04-464Z.json",233134,7e994d18ec68b3c7bc8119ecc597e324886ee33803fc56897aa91ed8f2327324,
"p2\\debug\\polyprophet_debug_2025-12-22T04-13-29-832Z.json",233101,04bc5848087476ea758f222bd3764510365a278dcc8b4eb5614b2835567c827c,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-22T04-13-29-832Z.json",233101,04bc5848087476ea758f222bd3764510365a278dcc8b4eb5614b2835567c827c,
"p2\\debug\\polyprophet_debug_2025-12-20T07-03-36-163Z.json",232938,4ff0523d3e9b9f03074d388f0542b837bce069eba2b01100ea583a72bdf3b465,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-20T07-03-36-163Z.json",232938,4ff0523d3e9b9f03074d388f0542b837bce069eba2b01100ea583a72bdf3b465,
"p2\\debug\\polyprophet_debug_2025-12-24T04-12-58-113Z.json",232418,f3427cf7d47aef3b01bdc0cd806ee73b9f252902cfe8f2f47c3eaa1687e31b7a,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-24T04-12-58-113Z.json",232418,f3427cf7d47aef3b01bdc0cd806ee73b9f252902cfe8f2f47c3eaa1687e31b7a,
"p2\\debug\\polyprophet_debug_2025-12-22T11-30-28-153Z.json",232376,781e7fb0a1bacef76b52153879a0af90ec39bd84c7cb19c2186ae05ac458246b,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-22T11-30-28-153Z.json",232376,781e7fb0a1bacef76b52153879a0af90ec39bd84c7cb19c2186ae05ac458246b,
"p2\\debug\\polyprophet_debug_2025-12-22T22-45-28-950Z.json",232342,a7a1f4f631aef9f87a5aba6d3edab150dca0f4922c1273123e0031118539f77b,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-22T22-45-28-950Z.json",232342,a7a1f4f631aef9f87a5aba6d3edab150dca0f4922c1273123e0031118539f77b,
"p2\\debug\\polyprophet_debug_2025-12-22T22-01-33-414Z.json",231994,d86c2687bc95f7b27208873017e6389725eabc6468dc1aca525de44eaafdb8cb,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-22T22-01-33-414Z.json",231994,d86c2687bc95f7b27208873017e6389725eabc6468dc1aca525de44eaafdb8cb,
"p2\\debug\\polyprophet_debug_2025-12-26T00-26-06-256Z.json",231942,c7d4a25423299e3a903f65ba9d96387d041bca95cd03d282f8e3aefb26efcb6b,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-26T00-26-06-256Z.json",231942,c7d4a25423299e3a903f65ba9d96387d041bca95cd03d282f8e3aefb26efcb6b,
"p2\\debug\\polyprophet_debug_2025-12-22T17-31-58-687Z.json",231721,1a3fc5f2b211d6adce60dc7147f15fba8a6e22cd75a2f156defe3ac5795b6699,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-22T17-31-58-687Z.json",231721,1a3fc5f2b211d6adce60dc7147f15fba8a6e22cd75a2f156defe3ac5795b6699,
"p2\\debug\\polyprophet_debug_2025-12-19T21-45-10-845Z.json",231633,79b85629c4a5f11bc92764b7c06b0bfbf9087151fa3bcb93501466db61674e1a,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-19T21-45-10-845Z.json",231633,79b85629c4a5f11bc92764b7c06b0bfbf9087151fa3bcb93501466db61674e1a,
"p2\\debug\\polyprophet_debug_2025-12-27T12-45-01-465Z.json",231294,ff1195fb58d7e4ec6db18db553db088a8b4b62d9ff58be78d564ff9721c5c29b,
"p2\\debug\\polyprophet_debug_2025-12-27T09-31-21-135Z.json",231120,497387face5329a8dee79e3c68f84800953a364b48c9fe9198961064355cde38,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-27T09-31-21-135Z.json",231120,497387face5329a8dee79e3c68f84800953a364b48c9fe9198961064355cde38,
"p2\\debug\\polyprophet_debug_2025-12-20T23-00-03-191Z.json",229282,3caf889387a005858a1d49768daf79d2ebb15025e6555c6a286b6b8900195add,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-20T23-00-03-191Z.json",229282,3caf889387a005858a1d49768daf79d2ebb15025e6555c6a286b6b8900195add,
"p2\\debug\\polyprophet_debug_2025-12-20T16-03-43-077Z.json",226783,4cbe1cc2eed66ad8b751c8210234b3769bccfe4ba13430c7a7b56d8f3de696cd,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-20T16-03-43-077Z.json",226783,4cbe1cc2eed66ad8b751c8210234b3769bccfe4ba13430c7a7b56d8f3de696cd,
"p2\\debug\\polyprophet_debug_2025-12-20T00-17-20-114Z.json",225413,acbea908b7df971839a09aec2bef6983b798fd573bbb599d659dce6acfc373a5,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-20T00-17-20-114Z.json",225413,acbea908b7df971839a09aec2bef6983b798fd573bbb599d659dce6acfc373a5,
"p2\\debug\\polyprophet_debug_2025-12-22T14-21-07-438Z.json",225237,b593c535928d22b8ff0cf25788402a0f62f5af09d0401144775dd090c3f754d5,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-22T14-21-07-438Z.json",225237,b593c535928d22b8ff0cf25788402a0f62f5af09d0401144775dd090c3f754d5,
"p2\\debug\\polyprophet_debug_2025-12-20T11-30-16-715Z.json",225039,57cc7847f9ca37729525a5c5bed99675700995e14ae2ef2c9a807d0c835fcdc5,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-20T11-30-16-715Z.json",225039,57cc7847f9ca37729525a5c5bed99675700995e14ae2ef2c9a807d0c835fcdc5,
"p2\\debug\\polyprophet_debug_2025-12-21T16-01-55-479Z.json",221348,4efa3567f8ae3e9cf63bfc362189cd3ffc136f7b9d55c3ffb4d9ea90fd6da109,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-21T16-01-55-479Z.json",221348,4efa3567f8ae3e9cf63bfc362189cd3ffc136f7b9d55c3ffb4d9ea90fd6da109,
"p2\\debug\\polyprophet_debug_2025-12-18T23-33-14-868Z.json",219942,67d0c83f7e131382b48843b4b6a8489959e3e846ed4e6f7b59945e57c47a93c3,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-18T23-33-14-868Z.json",219942,67d0c83f7e131382b48843b4b6a8489959e3e846ed4e6f7b59945e57c47a93c3,
"p2\\debug\\polyprophet_debug_2025-12-27T09-00-30-396Z.json",219113,7e2186eb5f23ddd04c8d789047cd50069718ae91e75dce9c1e1e5c15b8731439,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-27T09-00-30-396Z.json",219113,7e2186eb5f23ddd04c8d789047cd50069718ae91e75dce9c1e1e5c15b8731439,
"p2\\debug\\polyprophet_debug_2025-12-19T21-24-23-191Z.json",218911,45620249161a6471a3a72cff24e38f0a5156881eb159dac717046c93f960d1bf,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-19T21-24-23-191Z.json",218911,45620249161a6471a3a72cff24e38f0a5156881eb159dac717046c93f960d1bf,
"p2\\debug\\polyprophet_debug_2025-12-21T20-46-05-213Z.json",218259,778e20bc870112b4b661e3920a04de532ee5f335acc0cfe727bb23b6295f01dd,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-21T20-46-05-213Z.json",218259,778e20bc870112b4b661e3920a04de532ee5f335acc0cfe727bb23b6295f01dd,
"p2\\debug\\polyprophet_debug_2025-12-27T11-39-42-577Z.json",214193,b8900c3d000a9c1da876d0f3fb4ee3c44d5c2c8da770805103ef4af4ef0f8e28,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-27T11-39-42-577Z.json",214193,b8900c3d000a9c1da876d0f3fb4ee3c44d5c2c8da770805103ef4af4ef0f8e28,
"p2\\debug\\polyprophet_debug_2025-12-25T12-50-44-776Z.json",214178,6088041200b35269c031b0cbf9910cd255894cb77268c8c7bd710801b5b181da,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-25T12-50-44-776Z.json",214178,6088041200b35269c031b0cbf9910cd255894cb77268c8c7bd710801b5b181da,
"p2\\debug\\polyprophet_debug_2025-12-25T15-21-02-246Z.json",213311,3ddb5cd30a1b9a0bfb6d5ae60421dec3e8c7b36cab8771d32c6e7a2d551fbc11,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-25T15-21-02-246Z.json",213311,3ddb5cd30a1b9a0bfb6d5ae60421dec3e8c7b36cab8771d32c6e7a2d551fbc11,
"p2\\debug\\polyprophet_debug_2025-12-23T13-03-15-572Z.json",212541,5a4e80bdb9790cf943b42700022b32f493b9eebae182365ab62836e40357c6f8,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-23T13-03-15-572Z.json",212541,5a4e80bdb9790cf943b42700022b32f493b9eebae182365ab62836e40357c6f8,
"p2\\debug\\polyprophet_debug_2025-12-23T17-26-42-320Z.json",211655,bee2c23ea06ddd9f813b439a616f1c0729196fd125fed84334e670298e01f4dd,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-23T17-26-42-320Z.json",211655,bee2c23ea06ddd9f813b439a616f1c0729196fd125fed84334e670298e01f4dd,
"p2\\debug\\polyprophet_debug_2025-12-20T21-52-57-638Z.json",211155,3e46e36aa2d51502e848c5f332664566ac40fa2ae0a516685ec65f2cc5f89a60,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-20T21-52-57-638Z.json",211155,3e46e36aa2d51502e848c5f332664566ac40fa2ae0a516685ec65f2cc5f89a60,
"p2\\debug\\polyprophet_debug_2025-12-19T10-49-38-681Z.json",209719,9d283a195d703ef38089caf612fd14df6fb245c28c5d39fb43483286c042eca7,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-19T10-49-38-681Z.json",209719,9d283a195d703ef38089caf612fd14df6fb245c28c5d39fb43483286c042eca7,
"p2\\debug\\polyprophet_debug_2025-12-21T15-36-07-773Z.json",206164,8f61a529599324ee37a382e468aa46812dd59f082e6e1f3560da6434b556f420,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-21T15-36-07-773Z.json",206164,8f61a529599324ee37a382e468aa46812dd59f082e6e1f3560da6434b556f420,
"p2\\debug\\polyprophet_debug_2025-12-20T19-24-52-540Z.json",204005,d5206f6fd5e0f83a19854be74d971ea101ee2f14f53ba4b0be511a9f7a059edc,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-20T19-24-52-540Z.json",204005,d5206f6fd5e0f83a19854be74d971ea101ee2f14f53ba4b0be511a9f7a059edc,
"p2\\debug\\polyprophet_debug_2025-12-20T13-18-39-796Z.json",203107,f113cd43b25ff37f4d041d8aba542c283787bf32fbff6e26484ed5fdadd0edfd,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-20T13-18-39-796Z.json",203107,f113cd43b25ff37f4d041d8aba542c283787bf32fbff6e26484ed5fdadd0edfd,
"p2\\debug\\polyprophet_debug_2025-12-24T10-34-43-912Z.json",198755,a5a3164d70802f0257c62a293f484b9b50771dde9fc55dec97bce3a2b79c8bf2,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-24T10-34-43-912Z.json",198755,a5a3164d70802f0257c62a293f484b9b50771dde9fc55dec97bce3a2b79c8bf2,
"p2\\debug\\polyprophet_debug_2025-12-27T06-29-34-638Z.json",198698,f9412bd8436e8af38871b5c9d40224b2fa68a7d9f6448e275bbfeb7be1ced85b,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-27T06-29-34-638Z.json",198698,f9412bd8436e8af38871b5c9d40224b2fa68a7d9f6448e275bbfeb7be1ced85b,
"p2\\debug\\polyprophet_debug_2025-12-27T11-08-27-276Z.json",198268,4b0466b53de69d8d0aa6321d267a98aefc1066a48c42beb02ae402f0a78641fe,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-27T11-08-27-276Z.json",198268,4b0466b53de69d8d0aa6321d267a98aefc1066a48c42beb02ae402f0a78641fe,
"p2\\debug\\polyprophet_debug_2025-12-19T18-15-30-228Z.json",197785,4c82b2724bf75cdc5b4f6c030d6c066dbede3554083349357588b84434bf6281,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-19T18-15-30-228Z.json",197785,4c82b2724bf75cdc5b4f6c030d6c066dbede3554083349357588b84434bf6281,
"p2\\debug\\polyprophet_debug_2025-12-19T15-32-58-456Z.json",197586,4e27839d7ab117a180ecffb366907e75555f5fcff571b560687ca0b7140a71bb,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-19T15-32-58-456Z.json",197586,4e27839d7ab117a180ecffb366907e75555f5fcff571b560687ca0b7140a71bb,
"p2\\debug\\polyprophet_debug_2025-12-23T16-46-47-851Z.json",194770,3b8d10dc0961b765d4d255269b22fdf430fa36c1ae0fe8c283da49ab4e88c624,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-23T16-46-47-851Z.json",194770,3b8d10dc0961b765d4d255269b22fdf430fa36c1ae0fe8c283da49ab4e88c624,
"p2\\debug\\polyprophet_debug_2025-12-23T12-21-28-753Z.json",188916,0baffac564ce458493cb71629edc8e4a970f43c5850fe1207166d5949e49853d,
"POLYPROPHET-2d998c92e045c0110cc2864b53e62c70e0ccefbd\\debug\\polyprophet_debug_2025-12-23T12-21-28-753Z.json",188916,0baffac564ce458493cb71629edc8e4a970f43c5850fe1207166d5949e49853d,
"p2\\debug\\polyprophet_debug_2025-12-25T19-55-04-560Z.json",188888,a2aaf42addb5efbe1a2b4f4220531d2197ba8fa8b6edab8f9003c38bafc79233,
